wavelength
360,0.000419
361,0.000838
362,0.001398
363,0.001756
364,0.002114
365,0.003201
366,0.004288
367,0.005257
368,0.003319
369,0.003385
370,0.003451
371,0.002836
372,0.002221
373,0.002336
374,0.002451
375,0.002479
376,0.002508
377,0.003588
378,0.003986
379,0.004384
380,0.004128
381,0.003873
382,0.003714
383,0.003556
384,0.003743
385,0.003929
386,0.003988
387,0.00387
388,0.004675
389,0.005479
390,0.007074
391,0.0079
392,0.006247
393,0.006101
394,0.005955
395,0.005953
396,0.005952
397,0.006401
398,0.006851
399,0.00795
400,0.009049
401,0.009398
402,0.009748
403,0.009998
404,0.010247
405,0.01074
406,0.010781
407,0.010699
408,0.010442
409,0.010186
410,0.010146
411,0.010107
412,0.010911
413,0.011714
414,0.012181
415,0.012647
416,0.012716
417,0.012577
418,0.013424
419,0.01344
420,0.013409
421,0.013589
422,0.013769
423,0.014756
424,0.015742
425,0.016059
426,0.016375
427,0.01695
428,0.017526
429,0.018298
430,0.019071
431,0.020365
432,0.021379
433,0.022393
434,0.023164
435,0.023936
436,0.024277
437,0.024618
438,0.023943
439,0.023268
440,0.022815
441,0.022363
442,0.023092
443,0.024264
444,0.025437
445,0.026559
446,0.02768
447,0.028901
448,0.030122
449,0.03039
450,0.030658
451,0.030331
452,0.030004
453,0.028161
454,0.026319
455,0.022032
456,0.020841
457,0.019649
458,0.021491
459,0.023332
460,0.029067
461,0.034801
462,0.040176
463,0.045551
464,0.047963
465,0.050375
466,0.050726
467,0.050979
468,0.050474
469,0.049815
470,0.049155
471,0.042861
472,0.036567
473,0.030151
474,0.023735
475,0.020208
476,0.016681
477,0.012294
478,0.010765
479,0.009237
480,0.007999
481,0.006761
482,0.006457
483,0.006153
484,0.006801
485,0.007449
486,0.008595
487,0.009741
488,0.012976
489,0.01943
490,0.025884
491,0.044056
492,0.062228
493,0.079822
494,0.097416
495,0.104601
496,0.111785
497,0.114795
498,0.112543
499,0.110291
500,0.106718
501,0.103145
502,0.088351
503,0.073557
504,0.05324
505,0.032923
506,0.016895
507,0.01703
508,0.017164
509,0.019421
510,0.021678
511,0.023491
512,0.025303
513,0.025545
514,0.025788
515,0.025286
516,0.025226
517,0.025167
518,0.023842
519,0.022517
520,0.017576
521,0.012636
522,0.009948
523,0.00726
524,0.005605
525,0.005679
526,0.005752
527,0.005997
528,0.006242
529,0.006428
530,0.006613
531,0.006768
532,0.006458
533,0.006377
534,0.006681
535,0.006985
536,0.007138
537,0.007291
538,0.008584
539,0.009877
540,0.012889
541,0.014181
542,0.015473
543,0.017594
544,0.019715
545,0.022085
546,0.024455
547,0.027103
548,0.029751
549,0.034974
550,0.03778
551,0.040586
552,0.043349
553,0.046112
554,0.049644
555,0.053175
556,0.063753
557,0.073295
558,0.082837
559,0.104551
560,0.126265
561,0.176293
562,0.22632
563,0.371671
564,0.420681
565,0.469691
566,0.488805
