Aastro LED Light Ring at CCT 3320K
Measured with: ,AMPAS PR-705
Date measured: ,09-13-2011
File generated on: ,July 31,2012 11:31:39 PM

CCT: ,6360.1
XYZt: ,1.02216,1.00000,1.19649

wavelength (nanometers),power (peak normalized)
380, 0.00256
382, 0.00753
384, 0.00329
386, 0.00631
388, 0.00755
390, 0.00939
392, 0.00600
394, 0.00584
396, 0.00521
398, 0.00560
400, 0.00498
402, 0.00418
404, 0.00754
406, 0.00578
408, 0.00579
410, 0.00505
412, 0.00644
414, 0.00473
416, 0.00447
418, 0.00617
420, 0.00711
422, 0.00779
424, 0.00969
426, 0.01206
428, 0.01718
430, 0.02076
432, 0.03076
434, 0.04153
436, 0.05473
438, 0.07618
440, 0.09924
442, 0.13053
444, 0.17634
446, 0.23893
448, 0.31527
450, 0.40382
452, 0.52901
454, 0.65496
456, 0.77863
458, 0.88550
460, 0.96947
462, 1.00000
464, 0.97710
466, 0.93130
468, 0.83969
470, 0.77099
472, 0.70687
474, 0.65573
476, 0.60000
478, 0.55115
480, 0.51145
482, 0.46947
484, 0.43206
486, 0.39695
488, 0.36489
490, 0.33740
492, 0.31908
494, 0.29924
496, 0.28244
498, 0.27710
500, 0.27405
502, 0.27176
504, 0.27481
506, 0.28321
508, 0.29542
510, 0.30916
512, 0.33053
514, 0.34809
516, 0.36565
518, 0.38168
520, 0.39466
522, 0.40000
524, 0.40305
526, 0.40229
528, 0.39695
530, 0.38702
532, 0.37405
534, 0.35954
536, 0.34504
538, 0.33282
540, 0.31908
542, 0.30611
544, 0.29618
546, 0.28473
548, 0.27252
550, 0.26260
552, 0.25191
554, 0.24656
556, 0.24122
558, 0.23817
560, 0.23511
562, 0.23435
564, 0.23435
566, 0.23664
568, 0.24046
570, 0.24504
572, 0.25267
574, 0.26183
576, 0.27405
578, 0.29008
580, 0.30763
582, 0.33130
584, 0.36183
586, 0.40229
588, 0.44962
590, 0.49695
592, 0.53588
594, 0.55725
596, 0.54580
598, 0.50000
600, 0.45115
602, 0.41069
604, 0.38092
606, 0.36489
608, 0.35725
610, 0.35115
612, 0.34809
614, 0.34275
616, 0.33817
618, 0.33740
620, 0.33893
622, 0.34275
624, 0.35267
626, 0.36794
628, 0.38550
630, 0.39847
632, 0.39695
634, 0.37863
636, 0.33588
638, 0.29313
640, 0.25573
642, 0.22748
644, 0.20687
646, 0.19160
648, 0.18015
650, 0.17099
652, 0.16412
654, 0.15802
656, 0.15115
658, 0.14656
660, 0.14198
662, 0.13664
664, 0.13282
666, 0.12595
668, 0.12137
670, 0.11603
672, 0.11298
674, 0.10840
676, 0.10458
678, 0.10000
680, 0.09771
682, 0.09466
684, 0.09160
686, 0.08931
688, 0.08626
690, 0.08397
692, 0.08168
694, 0.07786
696, 0.07550
698, 0.07351
700, 0.07046
702, 0.06908
704, 0.06618
706, 0.06374
708, 0.06344
710, 0.05954
712, 0.05626
714, 0.05382
716, 0.05214
718, 0.05145
720, 0.04962
722, 0.04733
724, 0.04405
726, 0.04473
728, 0.04183
730, 0.04191
732, 0.03832
734, 0.03786
736, 0.03794
738, 0.03527
740, 0.03466
742, 0.03366
744, 0.02992
746, 0.03267
748, 0.02916
750, 0.02878
752, 0.02534
754, 0.02695
756, 0.02817
758, 0.02916
760, 0.02763
762, 0.02481
764, 0.02183
766, 0.02092
768, 0.02290
770, 0.02321
772, 0.02382
774, 0.02458
776, 0.01664
778, 0.02153
780, 0.01664
