Aastro LED Light Ring at CCT 3400K
Measured with: ,AMPAS PR-705
Date measured: ,09-13-2011
File generated on: ,July 31,2012 11:31:39 PM

CCT: ,3317.7
XYZt: ,1.05417,1.00000,0.48506

wavelength (nanometers),power (peak normalized)
380, 0.00852
382, 0.00526
384, 0.00378
386, 0.00884
388, 0.00642
390, 0.00246
392, 0.00316
394, 0.00800
396, 0.00938
398, 0.00950
400, 0.00763
402, 0.00739
404, 0.00511
406, 0.00671
408, 0.00529
410, 0.00457
412, 0.00487
414, 0.00458
416, 0.00575
418, 0.00543
420, 0.00379
422, 0.00450
424, 0.00496
426, 0.00657
428, 0.00828
430, 0.01063
432, 0.01385
434, 0.02026
436, 0.02586
438, 0.03003
440, 0.03750
442, 0.04842
444, 0.06580
446, 0.08879
448, 0.11810
450, 0.15517
452, 0.21121
454, 0.27011
456, 0.33621
458, 0.40517
460, 0.47414
462, 0.52874
464, 0.56178
466, 0.58621
468, 0.58908
470, 0.59483
472, 0.59770
474, 0.59626
476, 0.58477
478, 0.57040
480, 0.55891
482, 0.54023
484, 0.52299
486, 0.50431
488, 0.47989
490, 0.45690
492, 0.43822
494, 0.41667
496, 0.39655
498, 0.38793
500, 0.38218
502, 0.37644
504, 0.37356
506, 0.38075
508, 0.39368
510, 0.40661
512, 0.43103
514, 0.45115
516, 0.47414
518, 0.49856
520, 0.52011
522, 0.53305
524, 0.54310
526, 0.54885
528, 0.55029
530, 0.54454
532, 0.53305
534, 0.52011
536, 0.50431
538, 0.49425
540, 0.47989
542, 0.46839
544, 0.45977
546, 0.44684
548, 0.43247
550, 0.42241
552, 0.41236
554, 0.40517
556, 0.40230
558, 0.40086
560, 0.39943
562, 0.40230
564, 0.40517
566, 0.41236
568, 0.42098
570, 0.43103
572, 0.44397
574, 0.46121
576, 0.48276
578, 0.50862
580, 0.53879
582, 0.57615
584, 0.62500
586, 0.69109
588, 0.76437
590, 0.83908
592, 0.89943
594, 0.93391
596, 0.92672
598, 0.87213
600, 0.81753
602, 0.78017
604, 0.75862
606, 0.76006
608, 0.77299
610, 0.78305
612, 0.79167
614, 0.79167
616, 0.78879
618, 0.79167
620, 0.80029
622, 0.81753
624, 0.85201
626, 0.89943
628, 0.95546
630, 0.99856
632, 1.00000
634, 0.94397
636, 0.82184
638, 0.69253
640, 0.58046
642, 0.49425
644, 0.43247
646, 0.39080
648, 0.35776
650, 0.33046
652, 0.31609
654, 0.30172
656, 0.28736
658, 0.27586
660, 0.26724
662, 0.25718
664, 0.24713
666, 0.23707
668, 0.22989
670, 0.21983
672, 0.20977
674, 0.20115
676, 0.19540
678, 0.18966
680, 0.18103
682, 0.17672
684, 0.17241
686, 0.16667
688, 0.15948
690, 0.15661
692, 0.15374
694, 0.14799
696, 0.14023
698, 0.13764
700, 0.13391
702, 0.12917
704, 0.12313
706, 0.12040
708, 0.11537
710, 0.11207
712, 0.10704
714, 0.10359
716, 0.09871
718, 0.09353
720, 0.09181
722, 0.09095
724, 0.08506
726, 0.08017
728, 0.07687
730, 0.07328
732, 0.07040
734, 0.06825
736, 0.06796
738, 0.06537
740, 0.05920
742, 0.05747
744, 0.05675
746, 0.05345
748, 0.05675
750, 0.05057
752, 0.05000
754, 0.04784
756, 0.04540
758, 0.04195
760, 0.04569
762, 0.04397
764, 0.03994
766, 0.03764
768, 0.03865
770, 0.03822
772, 0.03606
774, 0.03707
776, 0.02989
778, 0.02859
780, 0.02514
